ts_code,name,exchange,申万一级,申万二级,营收同比_2025A,净利润同比_2025A,净利润_2025A,营收同比_2026Q1,净利润同比_2026Q1,净利润_2026Q1,min_yoy,trade_date,final_rating,pm_summary,pm_price_target,pm_time_horizon,trader_action,trader_entry,trader_stop,trader_sizing,rm_recommendation,final_rating_opus,pm_summary_opus,pm_price_target_opus,pm_time_horizon_opus,trader_action_opus,rm_recommendation_opus,md_path,opus_md_path
000589.SZ,贵州轮胎,SZSE,汽车,汽车零部件,2.3874435771,0.74,620018085.48,6.3209269899,172.57,180213432.18,0.74,,,,,,,,,,,,,,,,,,
600523.SH,贵航股份,SSE,汽车,汽车零部件,6.0040643468,8.42,192619908.29,0.6570570384,9.78,42194052.7,0.6570570384,,,,,,,,,,,,,,,,,,
601127.SH,赛力斯,SSE,汽车,乘用车,13.6922349081,0.18,5956787449.91,34.4628593186,0.89,754464672.82,0.18,,,,,,,,,,,,,,,,,,
002590.SZ,万安科技,SZSE,汽车,汽车零部件,14.3909348427,15.33,213479890.24,0.1619876519,1.22,30763266.51,0.1619876519,,,,,,,,,,,,,,,,,,
002128.SZ,电投能源,SZSE,煤炭,煤炭开采,0.8570492598,1.45,5419089199.76,11.6195776353,28.35,2001108276.43,0.8570492598,,,,,,,,,,,,,,,,,,
600395.SH,盘江股份,SSE,煤炭,煤炭开采,9.6833446153,216.34,329499119.96,0.7358299706,143.34,45324646.24,0.7358299706,,,,,,,,,,,,,,,,,,
603126.SH,中材节能,SSE,环保,环保设备Ⅱ,60.3670410674,80.37,13712715.87,89.5742371914,227.7819016228,10688106.5,60.3670410674,,,,,,,,,,,,,,,,,,
002645.SZ,华宏科技,SZSE,环保,环保设备Ⅱ,40.5083020185,157.46,204308525.49,74.9273677418,595.21,216441380.14,40.5083020185,,,,,,,,,,,,,,,,,,
600388.SH,龙净环保,SSE,环保,环保设备Ⅱ,18.4942015467,33.95,1112291417.67,20.7748168609,31.89,244154692.22,18.4942015467,,,,,,,,,,,,,,,,,,
600323.SH,瀚蓝环境,SSE,环保,环境治理,17.2523748583,18.58,1973065482.52,40.5984871254,37.83,578967237.55,17.2523748583,,,,,,,,,,,,,,,,,,
002266.SZ,浙富控股,SZSE,环保,环境治理,11.0062361861,15.06,1117760299.6,25.2163515256,122.4,602295399.0,11.0062361861,,,,,,,,,,,,,,,,,,
001336.SZ,楚环科技,SZSE,环保,环保设备Ⅱ,10.9990115729,36.03,38538808.69,103.5953933928,171.71,10590670.18,10.9990115729,,,,,,,,,,,,,,,,,,
001230.SZ,劲旅环境,SZSE,环保,环境治理,8.529239573,20.33,169270107.93,25.3950036962,9.23,42346452.91,8.529239573,2026-05-12,Underweight,当前价格28.53元恰好落入研究主管设定的28.00–28.80元减仓区间，应立即执行分批减持，将001230.SZ仓位降至组合的2%以内（若持仓则卖出1/3至1/2）。设置27.50元硬止损保护剩余仓位。重点关注2026年中报的经营现金流与应收账款周转率——若两项指标继续恶化，则升级至Sell；若企稳修复，可重新评估。时间框架：1–3个月。,28.5,1-3个月（至2026年中报披露） ---,Sell,,,"Reduce holdings to ≤2% of portfolio; if holding, sell 1/3 to 1/2 of position at 28.00–28.80. Set hard stop-loss at 27.50 for remaining position. FINAL TRANSACTION PROPOSAL: **SELL** ---",Underweight,,,,,,,analyses/劲旅环境_001230_2026-05-12.md,
003039.SZ,顺控发展,SZSE,环保,环境治理,21.1794665758,13.4,303840989.69,7.6568069052,24.11,65162416.54,7.6568069052,,,,,,,,,,,,,,,,,,
000967.SZ,盈峰环境,SZSE,环保,环保设备Ⅱ,5.5337639607,7.07,549799271.94,23.2251074112,18.61,214289794.67,5.5337639607,2026-05-12,Underweight,立即执行减仓30-40%，在14.83元附近卖出首批仓位。若股价反弹至16-17元区间，进一步将总减仓幅度提升至50%。硬止损设在13.50元，若跌破14.50元（10 EMA）且伴随放量，加速减持。保留10-20%底仓以捕捉中长期趋势修复的可能，但短期核心任务是降低融资盘踩踏带来的尾部风险暴露。,,1-3个月（短期以风险管控为主，待融资余额回落至15亿以下再评估重新加仓） ---,Sell,,13.5,Reduce positions by 30-50% from current levels; sell remaining holdings if price bounces toward 16-17 range FINAL TRANSACTION PROPOSAL: **SELL** ---,Underweight,,,,,,,analyses/盈峰环境_000967_2026-05-12.md,
603817.SH,海峡环保,SSE,环保,环境治理,13.2355453314,10.61,212091537.96,5.1139640641,49.2,67505965.58,5.1139640641,,,,,,,,,,,,,,,,,,
601033.SH,永兴股份,SSE,环保,环境治理,13.8784536918,4.87,860545342.12,22.240493781,20.72,237382393.13,4.87,,,,,,,,,,,,,,,,,,
601330.SH,绿色动力,SSE,环保,环境治理,3.9718914715,5.54,617500625.79,8.0797073036,11.66,206527020.28,3.9718914715,,,,,,,,,,,,,,,,,,
002887.SZ,绿茵生态,SZSE,环保,环境治理,18.1083800959,21.54,121421402.82,2.4409082431,50.75,40267543.51,2.4409082431,,,,,,,,,,,,,,,,,,
603588.SH,高能环境,SSE,环保,环境治理,1.6049614442,73.94,838095384.26,50.9081934711,168.4,602734316.63,1.6049614442,,,,,,,,,,,,,,,,,,
601368.SH,绿城水务,SSE,环保,环境治理,1.0176472447,8.29,95224685.45,0.8795501052,1064.83,25280275.93,0.8795501052,,,,,,,,,,,,,,,,,,
000551.SZ,创元科技,SZSE,环保,环保设备Ⅱ,0.691464955,17.69,294964961.72,3.2580012547,56.29,124186546.85,0.691464955,,,,,,,,,,,,,,,,,,
601158.SH,重庆水务,SSE,环保,环境治理,5.8208887616,3.45,808792738.08,0.5548672984,10.63,269499056.2,0.5548672984,,,,,,,,,,,,,,,,,,
000598.SZ,兴蓉环境,SZSE,环保,环境治理,0.2095807314,0.45,2005011770.27,3.1527139527,3.86,527457317.25,0.2095807314,,,,,,,,,,,,,,,,,,
600769.SH,祥龙电业,SSE,环保,环境治理,7.7036565087,48.48,19025284.58,0.1707185854,4.7,4750455.06,0.1707185854,,,,,,,,,,,,,,,,,,
603985.SH,恒润股份,SSE,电力设备,风电设备,129.4338919843,160.3676342962,83482071.39,71.5994575314,117.9,65139986.82,71.5994575314,,,,,,,,,,,,,,,,,,
002487.SZ,大金重工,SZSE,电力设备,风电设备,63.3365342055,132.82,1103297424.75,67.1721298953,88.19,434638000.75,63.3365342055,,,,,,,,,,,,,,,,,,
603032.SH,德新科技,SSE,电力设备,电池,53.2923783593,128.1711377225,42557173.91,52.2394882874,2436.4501199281,25108410.98,52.2394882874,,,,,,,,,,,,,,,,,,
002169.SZ,智光电气,SZSE,电力设备,电网设备,47.2472334344,141.51,135517982.48,58.2806389942,161.55,22795567.75,47.2472334344,,,,,,,,,,,,,,,,,,
002759.SZ,天际股份,SZSE,电力设备,电池,43.2824574349,106.08,82181347.87,91.1455743171,1001.93,197252648.79,43.2824574349,,,,,,,,,,,,,,,,,,
002812.SZ,恩捷股份,SZSE,电力设备,电池,34.13212148,125.62,142548339.91,43.2109167268,901.7,260308751.63,34.13212148,,,,,,,,,,,,,,,,,,
002709.SZ,天赐材料,SZSE,电力设备,电池,33.0044502105,181.43,1361917896.52,91.2907826689,1005.75,1654404644.44,33.0044502105,,,,,,,,,,,,,,,,,,
603092.SH,德力佳,SSE,电力设备,风电设备,45.8867274799,55.0,827372269.97,31.7359795996,48.91,212505443.62,31.7359795996,,,,,,,,,,,,,,,,,,
002202.SZ,金风科技,SZSE,电力设备,风电设备,28.7911040363,49.12,2774356663.48,63.4791029197,59.65,907191653.85,28.7911040363,,,,,,,,,,,,,,,,,,
603530.SH,神马电力,SSE,电力设备,电网设备,27.943375192,38.92,431677328.93,33.5456585599,44.07,98274588.02,27.943375192,,,,,,,,,,,,,,,,,,
002518.SZ,科士达,SZSE,电力设备,其他电源设备Ⅱ,26.7200536128,54.97,610887824.39,31.4663261381,24.84,138642938.29,24.84,,,,,,,,,,,,,,,,,,
002028.SZ,思源电气,SZSE,电力设备,电网设备,39.3384391725,53.74,3150142665.04,41.5955923075,23.17,549952870.75,23.17,,,,,,,,,,,,,,,,,,
002245.SZ,蔚蓝锂芯,SZSE,电力设备,电池,20.0877127465,45.66,710609286.03,24.5968777276,38.14,195790114.46,20.0877127465,,,,,,,,,,,,,,,,,,
603606.SH,东方电缆,SSE,电力设备,电网设备,19.2571553723,26.11,1271408899.19,34.2783145222,32.26,371542032.26,19.2571553723,,,,,,,,,,,,,,,,,,
002850.SZ,科达利,SZSE,电力设备,电池,26.4620831741,19.87,1764029997.16,37.085588572,19.06,461135354.48,19.06,,,,,,,,,,,,,,,,,,
002196.SZ,方正电机,SZSE,电力设备,电机Ⅱ,17.8201030374,174.12,21009749.85,53.5363994924,177.33,11628184.5,17.8201030374,,,,,,,,,,,,,,,,,,
603659.SH,璞泰来,SSE,电力设备,电池,16.8262199193,98.14,2359053946.35,35.3248569443,44.37,704046766.54,16.8262199193,,,,,,,,,,,,,,,,,,
601218.SH,吉鑫科技,SSE,电力设备,风电设备,15.6056767019,343.81,135148459.51,39.9571726305,55.22,65208979.31,15.6056767019,,,,,,,,,,,,,,,,,,
601126.SH,四方股份,SSE,电力设备,电网设备,17.8735031925,15.84,828970422.18,18.0520403825,12.08,270665536.47,12.08,,,,,,,,,,,,,,,,,,
600884.SH,杉杉股份,SSE,电力设备,电池,15.5638562802,224.7265945851,457916266.13,11.9853321946,898.85,331047198.48,11.9853321946,,,,,,,,,,,,,,,,,,
600550.SH,保变电气,SSE,电力设备,电网设备,20.4181765836,104.54,197016575.98,10.5641664905,110.39,59563649.0,10.5641664905,,,,,,,,,,,,,,,,,,
001283.SZ,豪鹏科技,SZSE,电力设备,电池,14.8395547788,122.54,203074851.02,10.4631390926,25.94,40066448.35,10.4631390926,,,,,,,,,,,,,,,,,,
002560.SZ,通达股份,SZSE,电力设备,电网设备,28.9966216535,533.17,161411902.52,9.0414232249,81.05,28907573.59,9.0414232249,,,,,,,,,,,,,,,,,,
601727.SH,上海电气,SSE,电力设备,其他电源设备Ⅱ,9.0,60.3,1206219000.0,9.32,30.15,380437000.0,9.0,,,,,,,,,,,,,,,,,,
000682.SZ,东方电子,SZSE,电力设备,电网设备,11.0364477929,33.35,911992429.9,8.0511349918,95.06,235825663.52,8.0511349918,,,,,,,,,,,,,,,,,,
002364.SZ,中恒电气,SZSE,电力设备,其他电源设备Ⅱ,8.935245794,15.27,126374581.15,7.7898839114,22.89,24935658.45,7.7898839114,,,,,,,,,,,,,,,,,,
600885.SH,宏发股份,SSE,电力设备,电网设备,21.9817955652,7.76,1757527714.75,28.2438209328,17.8,484287357.82,7.76,,,,,,,,,,,,,,,,,,
600869.SH,远东股份,SSE,电力设备,电网设备,7.7182316893,118.51,58875746.16,9.2553401895,110.36,96628350.39,7.7182316893,,,,,,,,,,,,,,,,,,
605117.SH,德业股份,SSE,电力设备,光伏设备,9.0775784689,7.11,3170769705.42,73.7675519223,68.37,1187894272.36,7.11,,,,,,,,,,,,,,,,,,
600577.SH,精达股份,SSE,电力设备,电网设备,10.5323414473,6.66,599143119.39,27.3021804372,9.07,136628256.36,6.66,,,,,,,,,,,,,,,,,,
600406.SH,国电南瑞,SSE,电力设备,电网设备,14.5251791858,8.79,8278971723.32,7.5224656273,6.04,721291973.43,6.04,,,,,,,,,,,,,,,,,,
600875.SH,东方电气,SSE,电力设备,其他电源设备Ⅱ,12.8,31.11,3831301222.13,5.57,37.41,1585458964.3,5.57,,,,,,,,,,,,,,,,,,
002335.SZ,科华数据,SZSE,电力设备,其他电源设备Ⅱ,5.1961417962,32.62,417988029.54,17.5725706896,13.15,78008800.49,5.1961417962,,,,,,,,,,,,,,,,,,
601179.SH,中国西电,SSE,电力设备,电网设备,6.8780462681,20.45,1269679596.14,4.9933412678,17.54,346600770.07,4.9933412678,,,,,,,,,,,,,,,,,,
603819.SH,神力股份,SSE,电力设备,电机Ⅱ,16.7239845311,151.3011080044,19716169.45,4.4110390503,1404.12,6890415.02,4.4110390503,,,,,,,,,,,,,,,,,,
002576.SZ,通达动力,SZSE,电力设备,电机Ⅱ,5.0938220933,23.88,82379104.78,2.6106249497,15.38,21917213.44,2.6106249497,,,,,,,,,,,,,,,,,,
600478.SH,科力远,SSE,电力设备,电池,45.8939444674,79.64,140375916.63,2.5011308308,4.88,38750689.05,2.5011308308,,,,,,,,,,,,,,,,,,
002340.SZ,格林美,SZSE,电力设备,电池,11.8186011614,54.87,1580330605.21,5.1150727435,2.18,522448740.64,2.18,,,,,,,,,,,,,,,,,,
003022.SZ,联泓新科,SZSE,电力设备,光伏设备,1.1107030174,30.4,305710828.53,45.9316816477,102.67,144721128.36,1.1107030174,,,,,,,,,,,,,,,,,,
002606.SZ,大连电瓷,SZSE,电力设备,电网设备,18.9175571859,0.35,211860603.31,88.0119671389,194.21,59504934.36,0.35,,,,,,,,,,,,,,,,,,
001309.SZ,德明利,SZSE,电子,半导体,126.0659116724,96.35,688329031.23,502.0833547633,4943.39,3346185437.62,96.35,2026-05-11,Underweight,当前¥639.21价位风险收益比严重失衡，执行减仓至原仓位的40%-50%。核心逻辑：经营现金流-2.41亿与净利润33.46亿的剪刀差揭示利润高度依赖存货重估；主力5/7-5/8两日净流出24.72亿 vs 5/11仅回补3.45亿，确认为高位派发后的维护性买入；融资余额87.33亿创新高构成系统性杠杆风险。短期在¥640以上反弹均为减仓窗口，等待回调至¥580-600区间或放量有效突破¥650且主力单日净流入超5亿后再考虑回补。,580.0,1-3个月（等待回调至主力成本区或突破确认） ---,,,,,,,,,,,,analyses/德明利_001309_2026-05-11.md,
603061.SH,金海通,SSE,电子,半导体,71.6827737486,124.93,176525276.68,120.7678149266,221.54,82502378.84,71.6827737486,2026-05-11,Overweight,维持Overweight评级，方向坚定看多但节奏必须审慎。采用三阶段建仓策略：首仓30%在股价回踩5日均线（268-272元）且RSI回落至65以下时介入；第二仓20%在股价连续两日站稳5日均线后追加；最终10%在10日均线（约260元）确认支撑后完成建仓。硬止损设在246元（布林带中轨/2.5倍ATR），总仓位上限控制在组合净值6%。时间周期3-6个月，目标价330元。,330.0,3-6个月 ---,,,,,,Buy,"金海通（603061.SH）当前正处于一次罕见的""**基本面爆发式增长 + 资金面机构吸筹 + 技术面完美多头排列**""六维度共振窗口期，但**价格已大幅延伸至历史高位**（高出200 SMA达107%）和**流动性结构性脆弱**（非两融、非沪深股通）两个因素要求精细化的执行而非满仓追高。 建议**不在5/11涨停板（284.99元）追高**，等待5/12-5/15高开后日内回落收阴+超大单维持净流入时建立 **35% 核心仓位**（目标价位 275-282元，对应组合权重约 1.75%，最终目标 5%），保留 **65% 弹药**对应三个加仓触发器: - **加仓 A（健康回调）**: 回踩10 EMA(259-265) + 超大单连续2日净流入 → 加仓25% - **加仓 B（突破确认）**: 突破295站稳2日 + 量能≥1.5倍20日均量 → 加仓25% - **加仓 C（基本面催化）**: Q2业绩预告超预期(营收>+80%) → 加仓15% 风控采用**双层止损 + 业绩验证 + 可转债节点预案**: - **软止损 255元**（4/29洗盘低点 + 5日均线下方）→ 减仓40% - **硬止损 246元**（布林带中轨 + 2.5倍ATR）→ 清仓 - **Q2业绩验证**（约2026年7月中下旬）: 营收 < +60% 或扣非 < +100% → 无条件减仓50% - **可转债节点预案**: 发行公告日股价冲高+5% → 减仓10-15% - **盈利保护**: 站稳330元后止损上移至285元 **短期目标 320-340，中期目标 360-400，长期目标 420-450**。时间窗口 3-6 个月。",320-340（短期 4-8 周）/ 360-400（中期 3-6 月）/ 420-450（长期 6-12 月，条件性目标）,3-6 个月 ---,,,analyses/金海通_603061_2026-05-11.md,analyses/金海通_603061_2026-05-11_Opus.md
601138.SH,工业富联,SSE,电子,消费电子,48.2243761399,51.99,35285561000.0,56.5177808658,102.55,10594857000.0,48.2243761399,2026-05-12,Hold,,,,Buy,62.0,52.0,50-60% of normal position (first of three tranches) FINAL TRANSACTION PROPOSAL: **BUY** ---,Overweight,,,,,,,analyses/工业富联_601138_2026-05-12.md,
001389.SZ,广合科技,SZSE,电子,元件,46.8921612631,50.24,1015789038.65,71.3517482485,63.31,392553470.97,46.8921612631,,,,,,,,,,,,,,,,,,
001314.SZ,亿道信息,SZSE,电子,消费电子,44.151087181,91.76,65359104.44,106.8937824251,2822.25,42911333.55,44.151087181,,,,,,,,,,,,,,,,,,
002463.SZ,沪电股份,SZSE,电子,元件,42.0017369822,47.74,3822306272.0,53.9061409765,62.9,1242081367.0,42.0017369822,,,,,,,,,,,,,,,,,,
600601.SH,方正科技,SSE,电子,元件,41.8652673639,83.46,472197764.55,64.3077274966,195.16,231633236.09,41.8652673639,,,,,,,,,,,,,,,,,,
603629.SH,利通电子,SSE,电子,消费电子,47.1551406323,1088.59,292589095.99,41.6127791455,821.08,271272956.39,41.6127791455,,,,,,,,,,,,,,,,,,
600183.SH,生益科技,SSE,电子,元件,39.448096836,91.75,3333954377.92,45.0885351399,105.47,1158139324.56,39.448096836,,,,,,,,,,,,,,,,,,
603893.SH,瑞芯微,SSE,电子,半导体,40.3562059335,74.82,1039952125.0,36.2152026238,57.15,329194658.46,36.2152026238,2026-05-11,Hold,,,,,,,,,Hold,,,,,,analyses/瑞芯微_603893_2026-05-11.md,analyses/瑞芯微_603893_2026-05-11_Opus.md
002916.SZ,深南电路,SZSE,电子,元件,32.0510924765,74.47,3275738151.27,37.8994473036,73.01,850230796.58,32.0510924765,,,,,,,,,,,,,,,,,,
002222.SZ,福晶科技,SZSE,电子,光学光电子,32.2094134386,27.32,278574464.52,35.6254565007,30.7,65240350.38,27.32,,,,,,,,,,,,,,,,,,
603986.SH,兆易创新,SSE,电子,半导体,25.1154303148,49.47,1648022651.7,119.3786758368,522.79,1461248353.08,25.1154303148,2026-05-08,Buy,,,,,,,,,Buy,,,,,,analyses/兆易创新_603986_2026-05-08.md,analyses/兆易创新_603986_2026-05-08_Opus.md
002475.SZ,立讯精密,SZSE,电子,消费电子,23.6424664022,24.2,16599769785.64,35.7689406201,20.24,3659643487.3,20.24,,,,,,,,,,,,,,,,,,
001287.SZ,中电港,SZSE,电子,其他电子Ⅱ,34.7167596379,19.9,284206886.1,144.3582670252,87.38,158442987.42,19.9,,,,,,,,,,,,,,,,,,
002156.SZ,通富微电,SZSE,电子,半导体,16.915660145,79.86,1218708143.38,22.8027090806,224.55,329057400.55,16.915660145,2026-05-11,Hold,,,,,,,,,Hold,,,,,,analyses/通富微电_002156_2026-05-11.md,analyses/通富微电_002156_2026-05-11_Opus.md
603296.SH,华勤技术,SSE,电子,消费电子,56.0248153938,38.55,4054292460.55,16.4239334987,25.96,1060584628.61,16.4239334987,,,,,,,,,,,,,,,,,,
600460.SH,士兰微,SSE,电子,半导体,16.3151776795,81.27,398550840.03,17.3122896237,40.57,208836698.04,16.3151776795,2026-05-08,Buy,,,,,,,,,,,,,,,analyses/士兰微_600460_2026-05-08.md,
001298.SZ,好上好,SZSE,电子,其他电子Ⅱ,15.7166597592,152.79,76199701.21,77.9889470554,235.36,59037294.75,15.7166597592,,,,,,,,,,,,,,,,,,
002925.SZ,盈趣科技,SZSE,电子,消费电子,15.6135972657,129.43,577065477.01,32.3660418135,21.68,93256485.14,15.6135972657,,,,,,,,,,,,,,,,,,
002185.SZ,华天科技,SZSE,电子,半导体,19.0317456711,15.3,710508576.43,34.4870092585,568.39,86786407.33,15.3,2026-05-11,Overweight,执行 Risk Judge 的方案，以 **24% 满仓比上限** 进行分批入场（首批 10%、次批 7%、突破弹药 3%、应急 4%）。所有入场单位需在 5月11日 收盘价 ¥14.74 之下挂出，**严禁 14.74 以上一次性追入**。**硬止损 ¥13.10**（50 SMA 日线收盘），软止损 ¥13.50。止盈分层 ¥15.00 / ¥15.50 / ¥16.00 三档，剩余 15% 趋势跟踪。**本仓位为 5–15 个交易日战术性头寸**，最长不超过 21 个自然日。,¥15.50（主目标）/ ¥16.00（拉伸目标）,5–15 个交易日（最长 21 个自然日，超过即强制平仓重估） FINAL TRANSACTION PROPOSAL: **BUY**（执行 24% 满仓比上限的分批入场方案）,,,,,,,,,,,,analyses/华天科技_002185_2026-05-11.md,
002436.SZ,兴森科技,SZSE,电子,元件,23.6758440953,168.05,134946022.66,15.1027233553,100.0,18744694.13,15.1027233553,,,,,,,,,,,,,,,,,,
002741.SZ,光华科技,SZSE,电子,电子化学品Ⅱ,14.4962088674,150.7,103905719.18,64.8949781245,63.19,41145073.06,14.4962088674,,,,,,,,,,,,,,,,,,
603459.SH,红板科技,SSE,电子,元件,36.060899057,152.3669800503,539848508.04,22.8799882358,14.36,123795397.04,14.36,,,,,,,,,,,,,,,,,,
000062.SZ,深圳华强,SZSE,电子,其他电子Ⅱ,13.4609057191,117.38,462938895.43,47.2777277916,90.28,200888573.83,13.4609057191,,,,,,,,,,,,,,,,,,
603186.SH,华正新材,SSE,电子,元件,13.0528972112,384.0115670111,276713420.07,19.83693281,68.04,30920963.67,13.0528972112,,,,,,,,,,,,,,,,,,
002049.SZ,紫光国微,SZSE,电子,半导体,11.5177038313,21.86,1437124791.04,46.1070992082,180.27,334300512.64,11.5177038313,2026-05-11,Underweight,今日+5.92%的暴涨和+5.38亿主力净流入创造了难得的减持窗口。建议现有持仓者利用今日极端放量和高位换手，减持30-40%仓位，将风险敞口降至正常权重的50-60%。不鼓励在¥81.94新开仓。若股价回撤至¥73-76区间且满足三个重置条件（主力未连续两日净流出超2亿、RSI回落至55以下、重组公告包含具体对价条款），可恢复至标准权重。核心逻辑：短期超买耗竭风险压倒中期复苏叙事，但保留核心仓位以捕捉重组催化和行业顺风。,76.0,1-3个月 ---,,,,,,,,,,,,analyses/紫光国微_002049_2026-05-11.md,
603890.SH,春秋电子,SSE,电子,消费电子,11.3354571931,34.82,284896087.0,27.6722649132,50.69,60724383.99,11.3354571931,,,,,,,,,,,,,,,,,,
002636.SZ,金安国纪,SZSE,电子,元件,10.6673841476,711.54,300749326.58,31.3594859224,763.91,201840306.34,10.6673841476,,,,,,,,,,,,,,,,,,
002273.SZ,水晶光电,SZSE,电子,光学光电子,10.3665517028,13.84,1172419600.48,16.0764049034,11.69,246676113.11,10.3665517028,,,,,,,,,,,,,,,,,,
002947.SZ,恒铭达,SZSE,电子,消费电子,14.9425405345,16.43,531919355.42,10.039463069,39.91,151385826.35,10.039463069,,,,,,,,,,,,,,,,,,
002384.SZ,东山精密,SZSE,电子,元件,9.1227912456,27.67,1386066705.56,52.7234327423,143.47,1109892942.38,9.1227912456,,,,,,,,,,,,,,,,,,
002859.SZ,洁美科技,SZSE,电子,其他电子Ⅱ,15.596727133,8.73,219820959.15,22.5246095075,41.59,47752907.14,8.73,,,,,,,,,,,,,,,,,,
000100.SZ,TCL科技,SZSE,电子,光学光电子,11.6681291577,188.78,4516782000.0,8.3708388875,53.71,1556452595.0,8.3708388875,,,,,,,,,,,,,,,,,,
603078.SH,江化微,SSE,电子,电子化学品Ⅱ,12.2452110476,6.27,104812422.09,16.8752418252,7.31,28776494.41,6.27,,,,,,,,,,,,,,,,,,
000021.SZ,深科技,SZSE,电子,消费电子,6.2063549596,22.07,1135679007.05,10.6738667504,35.35,242178267.01,6.2063549596,,,,,,,,,,,,,,,,,,
002885.SZ,京泉华,SZSE,电子,其他电子Ⅱ,11.1418742923,120.34,84211945.44,6.1070945979,69.22,30778887.7,6.1070945979,,,,,,,,,,,,,,,,,,
002077.SZ,大港股份,SZSE,电子,半导体,5.5988996272,124.88,53139479.52,60.2073235728,145.63,38402975.87,5.5988996272,2026-05-11,Buy,,,,,,,,,Buy,,,,,,analyses/大港股份_002077_2026-05-11.md,analyses/大港股份_002077_2026-05-11_Opus.md
002587.SZ,奥拓电子,SZSE,电子,光学光电子,4.575467664,128.33,10915308.33,35.6223106455,11.85,15215303.28,4.575467664,2026-05-12,Underweight,"当前价位7.29元正处于交易计划明确的7.20-7.30减仓区间，立即执行减持1/3仓位。这是在技术面超买、主力资金连续4日净流出-6,658万元（散户接盘+7,669万元）、以及盈利质量恶化三重信号共振下的最优风险对冲决策。保留2/3仓位捕捉潜在上行空间，同时在7.00元设置硬止损，跌破则进一步减仓至50%以下。关键观察窗口为Q2 2026经营现金流是否转正及毛利率是否企稳。",6.65,1-3个月（观察Q2现金流及资金面变化） ---,Sell,,7.0,Reduce existing position by 1/3 (from full position to ~60-65%) FINAL TRANSACTION PROPOSAL: **SELL** ---,Underweight,,,,,,,analyses/奥拓电子_002587_2026-05-12.md,
002841.SZ,视源股份,SZSE,电子,消费电子,8.7169612464,4.38,1013445450.94,23.9492955525,52.45,246899860.73,4.38,,,,,,,,,,,,,,,,,,
600206.SH,有研新材,SSE,电子,半导体,4.3336023306,79.29,264789582.15,60.7188360148,31.0,88271055.42,4.3336023306,2026-05-08,Hold,,,,,,,,,,,,,,,analyses/有研新材_600206_2026-05-08.md,
600353.SH,旭光电子,SSE,电子,其他电子Ⅱ,3.0555066963,57.67,161570162.59,8.7686594612,10.72,33371669.98,3.0555066963,,,,,,,,,,,,,,,,,,
002484.SZ,江海股份,SZSE,电子,元件,14.0632087251,3.04,674594231.19,19.5221744507,6.57,162007645.71,3.04,,,,,,,,,,,,,,,,,,
600130.SH,波导股份,SSE,电子,消费电子,30.4498989177,2.73,5250696.66,27.7718922779,23.07,2556833.63,2.73,,,,,,,,,,,,,,,,,,
003026.SZ,中晶科技,SZSE,电子,半导体,1.5026344387,89.16,43075871.58,18.495224701,95.93,13849193.99,1.5026344387,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/中晶科技_003026_2026-05-11.md,
600563.SH,法拉电子,SSE,电子,元件,11.6352419687,14.72,1192180340.23,6.7216575348,1.3,267736525.03,1.3,,,,,,,,,,,,,,,,,,
002137.SZ,实益达,SZSE,电子,光学光电子,14.1348067986,284.17,43109342.81,26.1791289573,0.84,13378530.61,0.84,,,,,,,,,,,,,,,,,,
000725.SZ,京东方A,SZSE,电子,光学光电子,3.1301533768,10.03,5856966754.0,0.7951342048,5.78,1707220076.0,0.7951342048,,,,,,,,,,,,,,,,,,
002643.SZ,万润股份,SZSE,电子,电子化学品Ⅱ,0.6327336037,15.51,284480463.89,17.8860460257,9.96,87826554.87,0.6327336037,,,,,,,,,,,,,,,,,,
002402.SZ,和而泰,SZSE,电子,消费电子,11.004078733,82.12,663431525.52,8.8801107792,0.34,169975401.94,0.34,,,,,,,,,,,,,,,,,,
603005.SH,晶方科技,SSE,电子,半导体,30.43740468,46.23,369617694.92,14.8624064297,0.12,65436587.85,0.12,2026-05-11,Buy,,,,,,,,,,,,,,,analyses/晶方科技_603005_2026-05-11.md,
002377.SZ,国创高新,SZSE,石油石化,炼化及贸易,156.70711737,140.29,19751585.72,232.4641930437,72.32,6828586.31,72.32,,,,,,,,,,,,,,,,,,
001316.SZ,润贝航科,SZSE,石油石化,炼化及贸易,33.8071603605,107.72,183879018.41,25.2079426419,78.03,60606513.82,25.2079426419,,,,,,,,,,,,,,,,,,
002721.SZ,金一文化,SZSE,纺织服饰,饰品,135.387751199,97.96,28782336.17,54.5838237729,261.62,33833792.58,54.5838237729,,,,,,,,,,,,,,,,,,
605599.SH,菜百股份,SSE,纺织服饰,饰品,42.4407401825,57.59,1133066364.04,73.585864052,24.62,398363016.12,24.62,,,,,,,,,,,,,,,,,,
002780.SZ,三夫户外,SZSE,纺织服饰,服装家纺,19.413078891,348.21,53351191.65,35.990512316,141.94,30662926.26,19.413078891,,,,,,,,,,,,,,,,,,
002345.SZ,潮宏基,SZSE,纺织服饰,饰品,42.9585162134,156.66,497011978.91,10.9329375399,39.52,263560162.18,10.9329375399,,,,,,,,,,,,,,,,,,
002293.SZ,罗莱生活,SZSE,纺织服饰,服装家纺,6.1279538209,20.1,519860382.54,5.8708927573,30.54,147554403.16,5.8708927573,,,,,,,,,,,,,,,,,,
